"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"26446099999","56.5333333","27.2666666","157.0","1973-01-01","   8.6","000000","999.9","  30.2","  23.0","999.9"," 0.00","1035.2","999.9","999.9","  24.8","  6.2","999.9"
"26446099999","56.5333333","27.2666666","157.0","1973-01-02","  10.0","000000","999.9","  28.4","  19.4"," 11.7"," 0.00","1029.5","999.9","999.9","  23.7","  6.2","  7.0"
"26446099999","56.5333333","27.2666666","157.0","1973-01-03","  28.8","110000","999.9","  33.8","  24.8"," 15.5"," 0.02","1019.8","999.9","999.9","  30.2","  1.2"," 13.6"
"26446099999","56.5333333","27.2666666","157.0","1973-01-05","  30.9","100000"," 21.4","  35.6","  26.6"," 15.5"," 0.00","1022.6","999.9","999.9","  32.0","  2.7"," 13.6"
"26446099999","56.5333333","27.2666666","157.0","1973-01-06","  33.8","000000","999.9","9999.9","  33.8"," 15.5"," 0.00","1023.0","  0.4","999.9","  35.6","  5.4"," 14.1"
"26446099999","56.5333333","27.2666666","157.0","1973-01-07","  21.7","000000","999.9","  35.6","  24.8"," 11.7"," 0.00","1029.9","  0.4","999.9","  29.7","  8.9","  6.1"
"26446099999","56.5333333","27.2666666","157.0","1973-01-08","  26.2","000000"," 27.2","  35.6","  23.0"," 19.4"," 0.00","1018.3","999.9","999.9","  32.4","  8.7"," 17.1"
"26446099999","56.5333333","27.2666666","157.0","1973-01-10","  30.5","001000"," 27.2","  35.6","  17.6"," 19.4"," 0.39","1006.2","  2.0","999.9","  32.6","  3.6"," 14.6"
"26446099999","56.5333333","27.2666666","157.0","1973-01-12","  22.5","000000","999.9","  26.6","  23.0","  1.9"," 0.00","1031.3","999.9","999.9","  24.8","  6.2","  0.5"
"26446099999","56.5333333","27.2666666","157.0","1973-01-14","  26.6","000000","999.9","  32.0","  28.4"," 11.7"," 0.00","1029.8","  1.6","999.9","  29.8","  5.4","  7.3"
"26446099999","56.5333333","27.2666666","157.0","1973-01-15","  11.9","000000","999.9","  28.4","  14.0","  7.8"," 0.00","1031.1","  1.6","999.9","  19.2","  7.8","  4.9"
"26446099999","56.5333333","27.2666666","157.0","1973-01-17","   8.0","000000","999.9","  21.2","  10.4"," 13.6"," 0.00","1027.0","  1.6","999.9","  15.3","  7.5","  9.4"
"26446099999","56.5333333","27.2666666","157.0","1973-01-18","   8.2","000000","999.9","  14.0","  10.4","  9.7"," 0.00","1024.9","999.9","999.9","  11.5","  4.3","  5.4"
"26446099999","56.5333333","27.2666666","157.0","1973-01-22","  -4.5","000000","999.9","  15.8","   6.8"," 13.6"," 0.00","1034.6","999.9","999.9","  10.4","  6.2"," 11.2"
"26446099999","56.5333333","27.2666666","157.0","1973-01-23","   3.9","001000","999.9","  14.0","  10.4"," 11.7"," 0.01","1036.5","999.9","999.9","  11.5","  5.5","  8.2"
"26446099999","56.5333333","27.2666666","157.0","1973-01-24","  10.0","001000","999.9","  15.8","  14.0","  5.8"," 0.08","1041.3","  2.4","999.9","  15.1","  4.0","  3.9"
"26446099999","56.5333333","27.2666666","157.0","1973-01-26","  16.2","000000","999.9","  26.6","  21.2"," 15.5"," 0.00","1017.0","999.9","999.9","  24.8","  4.3"," 14.1"
"26446099999","56.5333333","27.2666666","157.0","1973-01-27","  19.4","000000","999.9","  24.8","  19.4"," 13.6"," 0.00","1008.8","  2.4","999.9","  23.0","  3.0"," 11.2"
"26446099999","56.5333333","27.2666666","157.0","1973-01-28","   5.9","000000","999.9","  21.2","  12.2","  7.8"," 0.00","1009.5","999.9","999.9","  15.8","  5.6","  5.3"
"26446099999","56.5333333","27.2666666","157.0","1973-01-29","  10.8","001000","999.9","  21.2","  14.0"," 13.6"," 0.00","1015.0","999.9","999.9","  18.3","  4.6","  9.7"
"26446099999","56.5333333","27.2666666","157.0","1973-01-30","  16.7","000000","999.9","  21.2","  19.4"," 13.6"," 0.02","1016.3","999.9","999.9","  20.3","  2.5"," 10.7"
"26446099999","56.5333333","27.2666666","157.0","1973-01-31","  16.7","000000","999.9","  21.2","  17.6","  7.8"," 0.00","1021.0","999.9","999.9","  19.4","  1.8","  4.9"
"26446099999","56.5333333","27.2666666","157.0","1973-02-01","   6.8","000000","999.9","  15.8","   3.2","  5.8"," 0.00","1024.1","  2.4","999.9","   8.6","  3.0","  4.3"
"26446099999","56.5333333","27.2666666","157.0","1973-02-02","  10.8","000000","999.9","  19.4","   8.6"," 13.6"," 0.00","1024.2","999.9","999.9","  13.6","  3.0","  8.2"
"26446099999","56.5333333","27.2666666","157.0","1973-02-03","  25.2","000000"," 27.2","  35.6","  26.6"," 15.5"," 0.04","1009.0","999.9","999.9","  31.5","999.9"," 15.5"
"26446099999","56.5333333","27.2666666","157.0","1973-02-04","  11.7","000000"," 23.3","  28.4","  21.2"," 15.5"," 0.00","1016.2","999.9","999.9","  24.8"," 12.4"," 12.4"
"26446099999","56.5333333","27.2666666","157.0","1973-02-06","  25.2","000000"," 25.3","  35.6","  33.8"," 17.5"," 0.03"," 996.4","999.9","999.9","  35.1","  7.9"," 16.5"
"26446099999","56.5333333","27.2666666","157.0","1973-02-07","  32.0","011000"," 25.3","  35.6","  32.0"," 15.5"," 0.18"," 981.1","999.9","999.9","  33.8","999.9"," 15.1"
"26446099999","56.5333333","27.2666666","157.0","1973-02-08","  25.7","000000"," 23.3","  32.0","  30.2"," 15.5"," 0.04"," 994.0","999.9","999.9","  31.1","  8.1"," 13.1"
"26446099999","56.5333333","27.2666666","157.0","1973-02-09","  29.8","011000","999.9","  35.6","  28.4"," 13.6"," 0.12"," 993.8","999.9","999.9","  31.3","  3.5","  9.2"
"26446099999","56.5333333","27.2666666","157.0","1973-02-10","  25.1","101000","999.9","  32.0","  19.4","  9.7"," 0.12"," 998.0","999.9","999.9","  27.2","  5.1","  6.5"
