"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"33008099999","52.108334","23.898056","142.64","1973-01-01","  12.0","000000","999.9","  35.6","  12.2","  3.9"," 0.00","1038.9","999.9","999.9","  23.9","  1.7","  2.5"
"33008099999","52.108334","23.898056","142.64","1973-01-02","  15.8","000000","999.9","  41.0","  15.8","  3.9"," 0.00","1032.7","999.9","999.9","  28.9","  1.7","  3.1"
"33008099999","52.108334","23.898056","142.64","1973-01-03","  19.1","000000","999.9","  33.8","  23.0","  5.8"," 0.00","1027.3","  1.6","999.9","  28.1","  1.9","  3.6"
"33008099999","52.108334","23.898056","142.64","1973-01-04","  23.2","101000","999.9","  30.2","  19.4","  3.9"," 0.00","1029.0","999.9","999.9","  25.7","  1.0","  2.8"
"33008099999","52.108334","23.898056","142.64","1973-01-05","  30.4","110000","999.9","  32.0","  28.4","  7.8"," 0.03","1031.9","999.9","999.9","  31.5","  1.2","  5.3"
"33008099999","52.108334","23.898056","142.64","1973-01-06","  30.0","010000","999.9","  32.0","  17.6","  7.8"," 0.00","1033.7","999.9","999.9","  30.6","  0.7","  6.1"
"33008099999","52.108334","23.898056","142.64","1973-01-07","  31.3","110000","999.9","  33.8","  30.2","  5.8"," 0.01","1033.6","999.9","999.9","  32.0","  1.2","  4.4"
"33008099999","52.108334","23.898056","142.64","1973-01-08","  31.3","111000","999.9","  32.0","  30.2"," 15.5"," 0.02","1029.6","999.9","999.9","  31.8","  1.2","  8.0"
"33008099999","52.108334","23.898056","142.64","1973-01-09","  28.2","011000","999.9","  33.8","  26.6","  9.7"," 0.01","1027.5","999.9","999.9","  30.7","  2.7","  5.5"
"33008099999","52.108334","23.898056","142.64","1973-01-10","  28.4","111000","999.9","  33.8","  21.2"," 15.5"," 0.04","1021.4","999.9","999.9","  30.4","  2.2","  9.2"
"33008099999","52.108334","23.898056","142.64","1973-01-11","  25.5","000000","999.9","  33.8","  28.4"," 15.5"," 0.04","1020.3","999.9","999.9","  30.6","  3.0","  8.7"
"33008099999","52.108334","23.898056","142.64","1973-01-12","  20.1","000000","999.9","  30.2","  17.6","  7.8"," 0.00","1031.6","  1.6","999.9","  26.1","  3.0","  5.6"
"33008099999","52.108334","23.898056","142.64","1973-01-13","  27.3","001000","999.9","  32.0","  28.4","  5.8"," 0.00","1034.8","999.9","999.9","  30.6","  1.8","  3.5"
"33008099999","52.108334","23.898056","142.64","1973-01-14","  25.7","000000","999.9","  30.2","  26.6","  3.9"," 0.00","1031.2","  1.6","999.9","  28.6","  2.6","  3.1"
"33008099999","52.108334","23.898056","142.64","1973-01-15","  22.7","000000","999.9","  30.2","  21.2","  7.8"," 0.00","1026.2","  0.4","999.9","  28.2","  3.4","  5.8"
"33008099999","52.108334","23.898056","142.64","1973-01-16","  12.7","000010","999.9","  23.0","  15.8"," 11.7"," 0.00","1025.9","  0.4","999.9","  18.9","  2.7","  9.2"
"33008099999","52.108334","23.898056","142.64","1973-01-17","  10.4","000000","999.9","  23.0","  10.4","  9.7"," 0.00","1023.3","  0.4","999.9","  16.5","  2.2","  7.8"
"33008099999","52.108334","23.898056","142.64","1973-01-18","  23.2","000000","999.9","  30.2","  15.8","  5.8"," 0.00","1020.0","  0.4","999.9","  26.4","  1.5","  4.4"
"33008099999","52.108334","23.898056","142.64","1973-01-20","  28.6","001000","999.9","  33.8","  30.2"," 13.6"," 0.12","1020.6","  3.1","999.9","  32.7","  2.0"," 10.7"
"33008099999","52.108334","23.898056","142.64","1973-01-21","  19.2","001000","999.9","  32.0","  21.2"," 13.6","99.99","1025.4","  3.1","999.9","  24.6","  2.1"," 11.2"
"33008099999","52.108334","23.898056","142.64","1973-01-22","  12.5","000000","999.9","  21.2","  14.0"," 13.6"," 0.39","1029.5","  3.1","999.9","  18.9","  2.6","  9.2"
"33008099999","52.108334","23.898056","142.64","1973-01-23","  16.5","001000","999.9","  21.2","  17.6","  7.8"," 0.00","1034.7","  1.6","999.9","  19.8","  1.4","  5.1"
"33008099999","52.108334","23.898056","142.64","1973-01-24","  17.9","000000","999.9","  24.8","  19.4","  5.8"," 0.00","1039.6","  1.6","999.9","  22.0","  1.7","  4.4"
"33008099999","52.108334","23.898056","142.64","1973-01-25","  10.9","101000","999.9","  21.2","   5.0","  5.8"," 0.00","1041.8","  1.6","999.9","  14.0","  1.5","  3.6"
"33008099999","52.108334","23.898056","142.64","1973-01-26","  13.2","000000","999.9","  33.8","  10.4","  5.8"," 0.00","1028.0","  1.6","999.9","  20.4","  2.4","  3.9"
"33008099999","52.108334","23.898056","142.64","1973-01-27","  11.7","000000","999.9","  28.4","  14.0","  5.8"," 0.00","1009.1","  1.6","999.9","  22.1","  3.5","  5.3"
"33008099999","52.108334","23.898056","142.64","1973-01-28","  23.0","001000","999.9","  30.2","  24.8","  5.8"," 0.00","1005.4","  1.6","999.9","  27.6","  2.5","  4.4"
"33008099999","52.108334","23.898056","142.64","1973-01-29","  27.6","001000","999.9","  33.8","  28.4","  7.8"," 0.00","1013.3","  1.6","999.9","  31.2","  1.3","  6.4"
"33008099999","52.108334","23.898056","142.64","1973-01-30","  25.9","001000","999.9","  32.0","  28.4","  5.8"," 0.01","1011.5","  1.6","999.9","  30.6","  2.3","  4.9"
"33008099999","52.108334","23.898056","142.64","1973-01-31","  15.8","100000","999.9","  21.2","  17.6","  5.8"," 0.00","1019.3","999.9","999.9","  19.4","  1.6","  3.9"
"33008099999","52.108334","23.898056","142.64","1973-02-01","  12.6","100000","999.9","  26.6","   5.0","  1.9"," 0.00","1022.3","  1.6","999.9","  16.2","  1.5","  1.9"
"33008099999","52.108334","23.898056","142.64","1973-02-02","  17.3","001000","999.9","  23.0","  15.8","  1.9"," 0.02","1027.0","  1.6","999.9","  18.8","  1.9","  1.9"
"33008099999","52.108334","23.898056","142.64","1973-02-03","  29.4","001000","999.9","  35.6","  21.2"," 13.6"," 0.01","1024.5","  3.1","999.9","  31.7","  2.7","  8.3"
